sub,t,c,lh_fp,rh_fp,fp_mean
zd74,2,5,0.15166593051612257,0.15261112576305283,0.1521385281395877
am83,2,6,0.12959582080306198,0.13404267588597915,0.13181924834452058
aw76,2,6,0.14746456242844608,0.1626354584080882,0.15505001041826716
bg78,2,6,0.16121981990218276,0.1590898731688949,0.16015484653553883
dc80,2,6,0.1291099166082193,0.16276639957313555,0.14593815809067742
ll81,2,6,0.14390764581302132,0.16041557338917573,0.15216160960109854
mp77,2,6,0.17446479554536545,0.15481122278612,0.16463800916574273
va84,2,6,0.15998214821829448,0.1486312207335785,0.15430668447593648
ag88,2,7,0.15049613831782307,0.1461061090333758,0.14830112367559944
cm86,2,7,0.15370716926769018,0.14684817964442354,0.15027767445605686
bm91,2,8,0.17416540890961002,0.1605074567909769,0.16733643285029345
mb93,2,8,0.13299382418248312,0.14141699179750244,0.13720540798999278
sk94,2,8,0.14359475259001728,0.16410345835464096,0.1538491054723291
tk92,2,8,0.14341220197973417,0.1655365610929294,0.1544743815363318
