sub,t,c,lh_fp,rh_fp,fp_mean
ll81,1,6,0.15538026980344344,0.15131847683637384,0.15334937331990864
mm79,1,6,0.13834744718704256,0.11880952230359182,0.1285784847453172
of82,1,6,0.15587183821584283,0.14513709467378255,0.1505044664448127
va84,1,6,0.1388706827873414,0.140098381354055,0.13948453207069822
ag88,1,7,0.13795585332964827,0.16273811700495389,0.15034698516730108
ar89,1,7,0.14040474360839067,0.1336442226981269,0.13702448315325877
cm86,1,7,0.14551635902362875,0.1870161958190817,0.16626627742135522
cm90,1,7,0.1358480837475506,0.15329115346581282,0.14456961860668172
oc87,1,7,0.13555677041033323,0.13687341905313305,0.13621509473173316
ac95,1,8,0.1430042175565105,0.1351116151783087,0.1390579163674096
bm91,1,8,0.13864174463874276,0.15137912769097037,0.14501043616485657
sk94,1,8,0.15459066325021548,0.13667234966800418,0.14563150645910983
tk92,1,8,0.13564565497430492,0.16195910500040758,0.14880237998735624
gb30,2,2,0.1663228639511494,0.16630974465632078,0.1663163043037351
jf13,2,2,0.15687697373881568,0.14538240265268818,0.15112968819575193
mf14,2,2,0.17574072994182816,0.15226290594494163,0.1640018179433849
oc29,2,2,0.14553520787805482,0.15584320946719152,0.15068920867262317
ri27,2,2,0.12528870145286097,0.15093048358640476,0.13810959251963287
xr25,2,2,0.1469195163591447,0.15336338962237217,0.15014145299075843
aa35,2,3,0.1414113003460838,0.14812534532916077,0.14476832283762228
ah39,2,3,0.15747764623607186,0.13511237798621736,0.1462950121111446
bc36,2,3,0.16318664738793912,0.14650696238329322,0.15484680488561617
eb40,2,3,0.14254150984847508,0.14029304075044202,0.14141727529945855
gc37,2,3,0.13747556648318676,0.17381190766040316,0.15564373707179496
gf42,2,3,0.17857212679663284,0.1379139872604876,0.15824305702856023
jk32,2,3,0.1487700545625397,0.16750410410939948,0.1581370793359696
lv31,2,3,0.16710605832679162,0.15496264240254204,0.16103435036466685
rv38,2,3,0.16969827466647325,0.13554050657612265,0.15261939062129795
sc33,2,3,0.15717835365584742,0.1422652357656291,0.14972179471073827
ak49,2,4,0.14971821234572852,0.15379669164933318,0.15175745199753085
an56,2,4,0.15326762368213354,0.1500463677674687,0.15165699572480112
aw44,2,4,0.1379387963862431,0.15409999435147576,0.14601939536885944
ce51,2,4,0.1306341294098597,0.15185925705555836,0.14124669323270903
ce53,2,4,0.1431330005782647,0.14238663722983003,0.14275981890404738
ch45,2,4,0.14186057199659474,0.16841499178166275,0.15513778188912875
ds60,2,4,0.1446352988264334,0.16527543511000745,0.15495536696822043
gb54,2,4,0.12814863027273554,0.15311085545045494,0.14062974286159524
jb52,2,4,0.14960930656978563,0.1521710057320843,0.15089015615093498
sa62,2,4,0.1428686431513827,0.1538046831416717,0.14833666314652721
se63,2,4,0.16271298794640604,0.13981302287244235,0.1512630054094242
sl48,2,4,0.13441292947550743,0.1555311125187569,0.14497202099713216
wb50,2,4,0.15418507711081836,0.13462824367589932,0.14440666039335884
aa35,2,5,0.14771071583317563,0.14818760934110903,0.14794916258714233
al73,2,5,0.1533658888046149,0.13744517709404713,0.145405532949331
gf42,2,5,0.14718813197946362,0.1466593186982509,0.14692372533885728
hc67,2,5,0.13433461719338707,0.14192443186218062,0.13812952452778385
kr70,2,5,0.14032610628477712,0.18278793588406816,0.16155702108442266
mw69,2,5,0.1438866415724181,0.13314808048125198,0.13851736102683504
pc66,2,5,0.1341703106879232,0.1372176957028351,0.13569400319537916
sg64,2,5,0.13826973762849687,0.14163584304548846,0.13995279033699265
tg68,2,5,0.17050350161825073,0.13958472852679737,0.15504411507252405
tm71,2,5,0.1412038725811624,0.12374123879132497,0.1324725556862437
zd74,2,5,0.16859124022716993,0.12175886325917709,0.14517505174317352
am83,2,6,0.14712038021542123,0.15300169053664725,0.15006103537603424
bg78,2,6,0.1452853931269419,0.13538751053045864,0.14033645182870025
dc80,2,6,0.14161464458509204,0.16179978832674557,0.1517072164559188
ll81,2,6,0.1538524505272284,0.1459212924918838,0.1498868715095561
mp77,2,6,0.1530534143670486,0.13543111822797962,0.14424226629751413
va84,2,6,0.15764475652441978,0.14914753844461542,0.1533961474845176
ag88,2,7,0.1517441681310666,0.14994000490769338,0.15084208651937997
cm86,2,7,0.16028486096752698,0.14996694431627408,0.15512590264190051
bm91,2,8,0.15885224197439246,0.1579970372711059,0.15842463962274916
cm90,2,8,0.1349811457317443,0.1518009756615001,0.14339106069662222
mb93,2,8,0.15793564817459427,0.13695735895732755,0.1474465035659609
sk94,2,8,0.13982806697458783,0.17622136923218595,0.1580247181033869
tk92,2,8,0.16461678718013023,0.17208490739560905,0.16835084728786964
